Activity database,Activity code,Activity name,Activity unit,Activity type,Exchange database,Exchange input,Exchange amount,Exchange unit,Exchange type,Exchange uncertainty type,Exchange loc,Exchange scale,pedigree,scale without pedigree,Exchange's common name,Exchange location,Exchange category,comment
Modified dataset,Recyc_glulam_CO,Recycled-based glued-laminated timber - CO,cubic meter,process,biosphere3,da1157e2-7593-4dfd-80dd-a3449b37a4d8,7.52E-05,kilogram,biosphere,2,-9.495477486,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,"Methane, non-fossil",,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_glulam_CO,Recycled-based glued-laminated timber - CO,cubic meter,process,biosphere3,082903e4-45d8-4078-94cb-736b15279277,5.83E-12,kilogram,biosphere,2,-25.86846539,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_glulam_CO,Recycled-based glued-laminated timber - CO,cubic meter,process,biosphere3,3e5d7d91-67d7-4afb-91dd-36fab58e4685,2.09E-06,kilogram,biosphere,2,-13.07999692,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,"PAH, polycyclic aromatic hydrocarbons",,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_glulam_CO,Recycled-based glued-laminated timber - CO,cubic meter,process,biosphere3,1c389e81-9f9d-4e52-a6e9-11cc6b73d90d,9.40E-06,kilogram,biosphere,2,-11.57491903,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Fluorine,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_glulam_CO,Recycled-based glued-laminated timber - CO,cubic meter,process,biosphere3,fd7aa71c-508c-480d-81a6-8052aad92646,0.000469944,kilogram,biosphere,2,-7.662896022,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Sulfur dioxide,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_glulam_CO,Recycled-based glued-laminated timber - CO,cubic meter,process,biosphere3,ec8144d6-d123-43b1-9c17-a295422a0498,4.14E-06,kilogram,biosphere,2,-12.39589958,0.658786764,"{'reliability': 1, 'completeness': 1, 'temporal correlation': 3, 'geographical correlation': 5, 'further technological correlation': 1}",0.655743852,Copper,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,ecoinvent 3_5 cut_off,b4d11d8bc2f2a9e78814c39d2c5f8f44,-4.737251838,kilogram,technosphere,2,1.555457186,0.099121138,"{'reliability': 1, 'completeness': 3, 'temporal correlation': 4, 'geographical correlation': 2, 'further technological correlation': 2}",0.024494897,"wood ash mixture, pure",RoW,,Ash from combustion from heat production is included here.
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,ecoinvent 3_5 cut_off,fa2845fe9176837e300ab5323180ee1c,0.171434565,kilogram,technosphere,2,-1.763553632,0.123389627,"{'reliability': 1, 'completeness': 3, 'temporal correlation': 4, 'geographical correlation': 2, 'further technological correlation': 2}",0.077459667,lubricating oil,RoW,,Hydraulic fluid + motor and press thermal oils+ grease
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,ecoinvent 3_5 cut_off,95d08d676326839397de9c39c90a9177,-12.83007468,kilogram,technosphere,2,2.551792,0.099121138,"{'reliability': 1, 'completeness': 3, 'temporal correlation': 4, 'geographical correlation': 2, 'further technological correlation': 2}",0.024494897,"waste wood, untreated",RoW,,"It includes waste wood (landfilled).
Another amount of wood not considered in this exchange is stockpile in the mill."
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,ecoinvent 3_5 cut_off,563b19d4aadff3fc62f8f58c47747b81,10.16972922,kilogram,technosphere,2,2.319415584,0.123389627,"{'reliability': 1, 'completeness': 3, 'temporal correlation': 4, 'geographical correlation': 2, 'further technological correlation': 2}",0.077459667,paraffin,GLO,,EcoSpold01Location=RER
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,Modified dataset,Recyc_OSB_CO,1,cubic meter,production,0,1,,,,oriented strand board,CA-QC,,EcoSpold01Location=RER
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,ecoinvent 3_5 cut_off,4c4072f4b0f4449d24e78019e8655a81,60.13638441,megajoule,technosphere,2,4.096615056,0.089442719,"{'reliability': 1, 'completeness': 1, 'temporal correlation': 4, 'geographical correlation': 1, 'further technological correlation': 1}",0,"diesel, burned in building machine",GLO,,Fuel (gasoline) consumed on site by operating machines
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,ecoinvent 3_5 cut_off,6ab519deee058a079731743dbec30693,3.66E-05,unit,technosphere,2,-10.21425218,0.748331477,"{'reliability': 5, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 5}",0.591607978,"furnace, wood chips, hardwood storage area, 300kW",GLO,,"Taken from ecoinvent 2.2 dataset “Wood chips, from industry, softwood, burned in furnace 300kW/CH”. 

Fraction is calculated per m3 of wood chips using the original dataset:
 ((fraciton/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,ecoinvent 3_5 cut_off,08228b6c73a534b3582f4db4b2b920af,91.07691315,megajoule,technosphere,2,4.511704349,0.089442719,"{'reliability': 1, 'completeness': 1, 'temporal correlation': 4, 'geographical correlation': 1, 'further technological correlation': 1}",0,"heat, district or industrial, natural gas",CA-QC,,It includes natural gas and liquid propane gas
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,ecoinvent 3_5 cut_off,4f0dd0e909393604f7459d80155ddf31,123.4881431,kilowatt hour,technosphere,2,4.816145144,0.123389627,"{'reliability': 1, 'completeness': 3, 'temporal correlation': 4, 'geographical correlation': 2, 'further technological correlation': 2}",0.077459667,"electricity, medium voltage",CA-QC,,This electricity includes process and furnace utilisation
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,ecoinvent 3_5 cut_off,7ed73ad05662008f6a70f028c390587b,5.660962315,megajoule,technosphere,2,1.733593898,0.089442719,"{'reliability': 1, 'completeness': 1, 'temporal correlation': 4, 'geographical correlation': 1, 'further technological correlation': 1}",0,"heat, district or industrial, other than natural gas",RoW,,It includes combustion of light fuel oil and gasoline.
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,ecoinvent 3_5 cut_off,535aafcac8197230801752ab62da82f4,3.32E-08,unit,technosphere,2,-17.21950341,0.669328021,"{'reliability': 4, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 4}",0.591607978,"wooden board factory, organic bonded boards",GLO,,EcoSpold01Location=RER
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,ecoinvent 3_5 cut_off,6abe77f0102f58f31cb0914f4b643707,0.07892221,kilogram,technosphere,2,-2.539292601,0.123389627,"{'reliability': 1, 'completeness': 3, 'temporal correlation': 4, 'geographical correlation': 2, 'further technological correlation': 2}",0.077459667,tap water,CA-QC,,
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,ecoinvent 3_5 cut_off,a25fd3280efb3f113faef4fe753b4e2e,20.46223786,kilogram,technosphere,2,3.018581132,0.123389627,"{'reliability': 1, 'completeness': 3, 'temporal correlation': 4, 'geographical correlation': 2, 'further technological correlation': 2}",0.077459667,phenolic resin,RoW,,EcoSpold01Location=RER
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,235b2f02-ff98-4da9-82e2-e4246c7b7990,0.002631912,kilogram,biosphere,2,-5.940044575,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Sodium,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,c24f5894-f95e-4661-ba76-130397348894,0.000121473,kilogram,biosphere,2,-9.015819556,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Bromine,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,21e46cb8-6233-4c99-bac3-c41d2ab99498,0.318218294,kilogram,biosphere,2,-1.145017673,0.223215143,"{'reliability': 2, 'completeness': 3, 'temporal correlation': 4, 'geographical correlation': 2, 'further technological correlation': 2}",0.2,"Particulates, < 2.5 um",,"('air',)",On-site process and emissions from energy production from wood.
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,28999907-a8a7-45b3-857e-836495ca2aa0,0.001842339,kilogram,biosphere,2,-6.296719519,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Benzene,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,e3e8f6a2-c45e-4685-9859-698b2eadaf5b,0.062177596,kilogram,biosphere,2,-2.777760537,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Acetaldehyde,,"('air',)","On-site process emissions and emissions from energy production from wood. Related VOCs are  typically released during the drying and pressing of the OSB products.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,082903e4-45d8-4078-94cb-736b15279277,6.28E-11,kilogram,biosphere,2,-23.49168747,0.630872412,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.583095189,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,0ebdb68a-f50d-4b0c-ad4b-3a1104d8b454,0.19820391,kilogram,biosphere,2,-1.61845893,0.221867077,"{'reliability': 1, 'completeness': 3, 'temporal correlation': 4, 'geographical correlation': 2, 'further technological correlation': 2}",0.2,Methanol,,"('air',)",On-site process emissions.
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,eba59fd6-f37e-41dc-9ca3-c7ea22d602c7,208.5284385,kilogram,biosphere,2,5.340075428,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,"Carbon dioxide, non-fossil",,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,2451f9df-0596-49ec-8380-08e4ad75a153,0.001842339,kilogram,biosphere,2,-6.296719519,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,"Hydrocarbons, aliphatic, alkanes, unspecified",,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,3b1ecf8e-1d2c-4330-81da-a79f9068976d,0.003107772,kilogram,biosphere,2,-5.773849147,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Toluene,,"('air',)","On-site process and emissions from energy production from wood.

Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,dc6dbdaa-9f13-43a8-8af5-6603688c6ad0,2.02E-06,kilogram,biosphere,2,-13.11016412,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Arsenic,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,da1157e2-7593-4dfd-80dd-a3449b37a4d8,0.000809819,kilogram,biosphere,2,-7.118699571,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,"Methane, non-fossil",,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,b967e1bf-f09b-4c89-8740-ace21db47bba,0.112943598,kilogram,biosphere,2,-2.180866715,0.223215143,"{'reliability': 2, 'completeness': 3, 'temporal correlation': 4, 'geographical correlation': 2, 'further technological correlation': 2}",0.2,"Particulates, > 2.5 um, and < 10um",,"('air',)",On-site process related particulates are typically released during the drying and pressing of the OSB products. Calculated value from PM<10 um and PM<2.5 um.
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,1c5a7322-9261-4d59-a692-adde6c12de92,1.42E-06,kilogram,biosphere,2,-13.46683906,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Cadmium,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,81e17d9a-3e0b-414e-9b2e-eca7e5b3bd4a,8.10E-08,kilogram,biosphere,2,-16.32903994,0.630872412,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.583095189,Chromium VI,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,d3260d0e-8203-4cbb-a45a-6a13131a5108,0.082524649,kilogram,biosphere,2,-2.494658259,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,"NMVOC, non-methane volatile organic compounds, unspecified origin",,"('air',)","On-site process emissions and emissions from energy production from wood. Related VOCs are  typically released during the drying and pressing of the OSB products 

Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,e142b577-e934-4085-9a07-3983d4d92afb,8.02E-06,kilogram,biosphere,2,-11.73392009,0.630872412,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.583095189,Chromium,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,756b1234-887b-406e-88ed-b50ba4694f09,0.047374422,kilogram,biosphere,2,-3.049672817,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Potassium,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,5ce378a0-b48d-471c-977d-79681521efde,0.000607364,kilogram,biosphere,2,-7.406381644,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Zinc,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,1c389e81-9f9d-4e52-a6e9-11cc6b73d90d,0.000101227,kilogram,biosphere,2,-9.198141113,0.630872412,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.583095189,Fluorine,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,cfdbc576-e8dc-44ef-bdf2-ddd7009ce57e,0.000242946,kilogram,biosphere,2,-8.322672376,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,m-Xylene,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,a861cfae-a310-4e9d-b9eb-5d555c9a684c,0.079698479,kilogram,biosphere,2,-2.529504777,0.242280829,"{'reliability': 3, 'completeness': 3, 'temporal correlation': 4, 'geographical correlation': 3, 'further technological correlation': 3}",0.2,Formaldehyde,,"('air',)","On-site process emissions and emissions from energy production from wood. Related VOCs are  typically released during the drying and pressing of the OSB products.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,2cb2333c-1599-46cf-8435-3dffce627524,0.097178301,kilogram,biosphere,2,-2.331207829,0.630872412,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.583095189,"Carbon monoxide, non-fossil",,"('air',)",Emissions from energy production from wood on site.
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,cec6e39b-700c-432f-8c80-4840b0ddc92e,1.64E-08,kilogram,biosphere,2,-17.92605534,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,"Phenol, pentachloro-",,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,fd7aa71c-508c-480d-81a6-8052aad92646,0.00506137,kilogram,biosphere,2,-5.286118108,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Sulfur dioxide,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
Modified dataset,Recyc_OSB_CO,Recycled OSB production - CO,cubic meter,process,biosphere3,b87016c6-ac91-4414-98ce-fb665e0a6d2e,0.011843605,kilogram,biosphere,2,-4.435967178,0.698569968,"{'reliability': 1, 'completeness': 5, 'temporal correlation': 5, 'geographical correlation': 5, 'further technological correlation': 3}",0.655743852,Calcium,,"('air',)","Emissions from energy production from wood on site.
Energy production from wood and its emissions are modelled using ecoinvent 2.2 dataset ""Wood chips, from industry, softwood, burned in furnace 300kW/CH"". 
Emission is calculated per m3 of wood chips using the original dataset:
 ((emission/MJ)/(0,000238m3/MJproduced)
Emission per m3 is multiplied by the m3 of wood chips burned:
(amount (in kg))/density (kg/m3)"
